content,score,sentimen
Lama banget instal ya 👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1,0
🤐🤐,3,0
Knpa ya stiap mau mengajukan pinjaman modal ga pernh d acc ya,1,0
Gak jelas mitra prakerja yang satu ini,1,0
Mau Coba walau belum tau hasilnya,3,0
Sy suka karena hadiah nya banyak. Apa betul sy dapat hadiah?. Di situ tertulis ambil hadiah anda sekarang...,1,0
"Ini gimana yaa maksud nya dari pembayaran full di tanggal 27 april?? Saya kan ambil tenor yang 6 kali..., Terus kalau memang harus di bayar full tanggal akhir nanti... Gimana dengan bunga yang harus saya bayar!!! Masa iya saya tetep kena bunga nya... Tapi harus di bayar akhir bulan ini dengan tenor full!!! Ini merugikan saya loh..., Baru tenor pertama tapi saya sudah harus di suruh bayar ""full"" dan di tambah dengan bunga nya juga!!! TOLONG DI KASIH PENJELASAN YANG JELAS!!!",1,0
"Apakah saya benar"" mendapatkan bonus i phone",3,0
"Ovo Paylater yg terkoneksi ke TOKOPEDIA bener2 GAGAL TOTAL, UDAH 2X DIBIKIN KECEWA, Pertama Tagihan muncul 2x padahal sebelumnya sudah di lunasin. Dan sekarang Transaksi Gagal tapi Limit tetap berkurang. PAYAH, OVO PAYLATER GA BECUS BIKIN DIGITAL PAYMENT 👎👎",1,0
transaksi cepet..gg pakai ngadat,3,0
"Kalau lagi mendownload sesuatu, jangan muncul anjenk!!",1,0
Turunkan sertifikat ku,1,0
"Apa yg salah dengan prakerja saya,semua sudah di lakukan sesuai prosedur.tapi dari sertifikat yg lama muncul di dashboard sampai skrng sertifikat sudah muncul namun saat pencairan malah gagal.wow sekali....sabar sabar dah.tolong jawabannya Terimakasih",2,0
Jangan pasang iklan sembarang ngentod,1,0
ok,3,0
Buruk dan lambat pengiriman,1,0
Gimana caranya kk biar bisa istall,2,0
"Tolong dibantu min, saya sudah melakukan transaksi ditokopedia terkait pembelian pelatihan prakerja Tapi sampai sekarang transakainya tidak ada muncul ya, padahal saya sudah membeli pelatihannya danmengikuti pelatihan dari awal hingga akhir, tinggal memberi rating dan ulasan di tokopedia. Mohon diperbaiki min🙏🙏🙏",1,0
"kirain ini app makin bagus malah makin parah segala jenis berbau tokopedia rata"" adminya culas barang pesenan atau yg laen di pending lama uda jangan mau di instal ini app tolol tokopedia makin kaga jelas untuk pengiriman gak di dowload ini app spam kang tepu",1,0
"Tidak bisa unggah bukti resi setelah ganti kurir dari Anteraja ke JNE, padahal barang sudah terkirim, chat dengan CS pun yg respon robot, sebaiknya program gratis ongkir tidak usah melibatkan ekspedisi yang memang belum siap terjun ke marketplace e-commerce, barang sudah 2 hari tidak dipick up dan keterangannya malah menganalogikan bahwa seller belum selesai mempacking barang?????",1,0
Saya top up grab driver ini dari kemarin kok belum ada pemberitahuan voucher sampai sekarang Untung tokopedia ini kerjasama dengan grab Kalau ga kerjasama sama dengan grab Ga mungkin donwload apikasi ini 👍,1,0
"sangat mengecewakan sekali kau tokopedia, aq pesan sudah tiga hari barangnya masih status pengemasan terus dan belum dikirim juga, padahal aq selalu sukah lo iklan tokopedia di tv lokal yang # dirumah aja",2,0
Kenapa setiap kali saya buka tokopedia selalu tidak ada jaringan padahal jaringan dan signal full/bagus tapi selalu tidak ada jaringan kuota banyak mohon diperbaiki,2,0
"Hai..tokopedia...tolongg ditegaskan lagi kepada para penjual tanaman sudah banyak yg komplain pembelian tanaman tidak sesuai dengan gambar, no info juga dr penjual nya, saya sdh bayar mahal tetapi barang yg diterima layaknya daun kering, robek tidak sesuai foto (toko : raja tanaman).. packing kalo bisa benar2 di buat layak nya pohon tanaman, buka layak nya kertas..halooooo kita beli pakai uang...kecewa...😡😡😡😡",1,0
Saya Kena Tipu 95.000 Oleh Tokopedia Sekian Terimakasih 🖕,1,0
GUE KECEWA DI APK ini beli anti gores nillkin pas gue pasang anti goresnya gak lenget.. Mending shopee bertanggung jawab atas kerugian konsumen. Hati hati kawan sumpah gue korban,2,0
Aplikasi Anda mengecewakan,1,0
Ga perna pakai,2,0
"Kenapa toko pedia jelek sekarang mau update gak bisa, di Un instal dulu biar bisa update, ternyata malah gak bisa instal. Parah nih",1,0
Kenapa sih aku lagi enak enak tiba tiba lari ke sini?jangan maksain dong orang orang jadi terganggu kalo kayak gini!,1,0
Qqq,1,0
"Heran sama toped. Beda invoice tapi dihitung satu ulasan. Hanya gara2 pelatihan yang sama. Sedangkan ga semua org bs donloat toped, kalau hp hanya ram 2gb memori 16gb. Kalau memang ga bisa beli pelatihan yang sama, tolong hapus tombol beli lagi. Ini bisa beli lagi, tapi ulasan dihitung hanya satu saja. Dan ga ada solusi, bahkan ada yang sudah 2mgg dgn kasus sprti ini. Mau sampe kapan digantung cuma karena ulasan.",1,0
Cba,3,0
Belum pernah mencoba jadi saya kasi bintang 3 dulu.,3,0
"Anjirr ini aplikasi apaan........ngiklan aja melulu, padahal lo aplikasi udah gua hapus dari instalan gua, tapi iklan lo tetep aja nongol di hp",1,0
Sistem pencarian drivernya alot,1,0
ok,3,0
Bisa cari minyak pelet king kafir tidak ni .,1,0
Saya g pernah pake hp android sama sekali,1,0
Toko pakaian,3,0
on time,3,0
"Kenapa akun saya gak bisa dibuka setelah beli barang ? Muhamahhamsah ? ""Kalok d buka tulisannnya (oops koneksi terputus) padahal kuotaku bisa di buat internetan apapun terkecuali DI APL TOKPED aja ? Gimana ini Tolong di perbaikin donk !!! ,, kan aku mau liat orderan mana yg di cancel sama toko dari TOKPED. Ak pembeli loh dan udah lama ak beli dari TOKPED ,, jadi ak tau toko biasanya dari TOKPED. Call centernya mana ini ?",3,0
Solusi mads psndemi,1,0
"Maaf kasih bintang 1 nanti saya tambahin kalau masalah sudah selesai. Mau verifikasi data diri aja susah banget, susahnya sistemnya kurang cerdas. Verifikasi wajahnya apaan masa ngga bisa. Yang sebelumnya baik baik aja mm udah Setelah Diperbaharui bukannya mempermudah malah mempersulit.",1,0
Konyol iklan Mulu asu,1,0
Mohon naikin limit free ongkirnya,3,0
Terlalu mahal!!,1,0
"saya kasih 3* dulu,semoga tokopedia tidak mengecewakan",3,0
Pelatihan slesai dari tgl 31 agustus dan sudh dpet 2 sertivikat. tapi sertifikat blm muncul di dasbord prakerja. Tolong kerjasamanya. Tmen2 saya yg beli pelatihan di platform lain baru beberapa hari sudh ada jdwal insentifnya.. mohon tindk lanjut dengan serius.,3,0
"Gw biasa hunting brg 2nd yg murah/minus ato apa. Versi terbaru ini bikin gw males krn filter nya hanya untuk 1 jenis merk yg ingin dibeli..(entah apa yg ada dipikiran team toped). Dulu buka hp, kamera, elektronik, baju jika difilter bekas udh beres muncul berbagai merk. Sekarang? U know lah,, keknya udh ga recommended lagi nih toped. Sangat mengecewakan",1,0
"Dulu tiap belanja paket data,voucher data selalu pakai tokopedia hampir tiap minggu 2-3 pembelian tp skrg krn ada kebijakan kupon cashback TIDAK BERLAKU BUAT PEMBELIAN PAKET/VOUCHER DATA kupon cashback selalu terbuang sia2,mercuma ksh kupon cashback ke kita kalau ga bisa dipakai.Alhasil pindah ke tetangga sebelah.",1,0
Tidak pantas jadi lembaga penyedia pelatihan yang ditunjuk oleh pemerinta dengan program prakerja tidak propesional dengan sitem nya payah,1,0
"Tôi tải xuống ứng dụng Tokopedia, nó đã 100, nhưng làm thế nào để tôi khởi động lại từ đầu?",1,0
Selalu macet kalo nyari apa aja jadi saya susah untuk nyari,1,0
Anjing,1,0
Terlalu parah lambat banget untuk mengirim sertifikat di dashboard prakerja...,1,0
Aplikasi belanja online terburuk padahal tidak melangar apapun transaksi di batalkan,1,0
banyak penjual fiktif... pas diorder beneran... barangnya gak ada,2,0
"App gak bakal ada gratis ongkir keseluruh indonesia, sama seperti temen"" app online shop lainnya. Gratis ongkir hanya berlaku dipulau saja. Semakin banyak yg download dan buka ini itu semakin kaya tu yg punya app. Kita yg belanja gak bakalan ada gratis ongkir keseluruh indonesia.",1,0
Cs nya ribed ga bs bantu sistemnya kaku mau menang sendiri Bye bye love shopee,1,0
Yr,3,0
Pekerja tokopedi tolong jawab plissss ini geratis ongkir atau tidak plis jawab sekarang aku lagi pingin mesen celana plis jawab,3,0
Kasih 2 dulu klo bagus kasih 5,2,0
"Katanya dapet cashback, nyatanya ga dapet. HANYA PHP IN PEMBELI AJA NIH.. 👎",1,0
Semoga ada manfa'at nya.jujur itu perlu.konsumen jgn di kecewa kan,3,0
Kenapa dana saya belum juga kembali sampai saat ini saya sangat membutuhkan dana saya . Mohon segera kembalikan dana saya,1,0
Aku mau download film iklannya ada terus anjinggg menggganggu anjingg,1,0
baru dwonload udah minta pembaruan auto unistal,2,0
W lg asik nonton malah tiba2 masuk ke tautan tokopedia. Yang paling jengkel kl lagi maen game tiba2 masuk ke tsutan ini,1,0
Toko saya juga,2,0
Sangat memuskan,3,0
Saya gak bisa login karena sudah ganti ponsel dan nomor hp! Saya sudah ajukan penggantian nomor tapi selalu di tolak! Saya sudah lampirkan data asli milik saya tetap di tolak! Kalu bukti pembelian via tokopedia banyak tapi sudah saya buang semua! Sinkronkan dengan gmail lah. Data gmail saya valid dan kenapa harus berbelit2!!!!!!! TOKOPEDIA MENGECEWAKAN PADAHAL SAYA PENGGUNA DAN PELANGGAN SETIA TOKOPEDIA DARI JAMAN APLIKASIA KALIAN MASIH SAMPAH!,1,0
Absurd ga bisa masuk..ini salah itu salah..padahal sebelumnya masuk..,1,0
"Bagaimana ini, pelatihan dan ulasan sudah saya selesaikan semua. Sertifikat udah dapat. Kenapa blm masuk di dashboard prakerja ? Kalo 1-2 hari gak masalah, lah ini udah sampe 3 Minggu gak muncul juga.",1,0
"Lumayan memudahkan dalam berbagai keperluan,,,, ( menurut / pendapat saya NAJE ) subscribe di YouTube NAJE chanel",3,0
Jelek bnyk penipuan,1,0
Aplikasinya susah di instal udh sape 100% tapi muter lagi sape 5 kali ngk bisa,1,0
Tiga bintang,3,0
"Baru pertama kali coba pake tokopedia,tidak bisa trsnsaksi ada masalah tdk tahu masalah nya apa",1,0
Menghindari keluhan pelanggan callcenter di tiadakan,1,0
Ongkir masih mahal kesumatera,3,0
"Aplikasi yg sering digunakan penipu dengan modus pembayaran direct debit,",1,0
Iklan mu nongol mulu d applikasi lain ganggu aja,1,0
Katanya ada cashback di ovo tapi dah dua hari transaksi beres gak nongol2 tuh cashback user name agus deni,1,0
Tiap update gagal terus,1,0
Woy lu kalo ngebikin apl kgk ush pake iklan gw ke ganggu apl Bangsat makan tuh bintang 1,1,0
"Apasi mksdnya iklan² ditempat situs anime, norak kali kau",1,0
Apk apaan ini burik buanget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..........!*gk bisa buat apa apa go****,1,0
Nyesel transper ke ovo niatnya mau nyari gratis ongkir pengguna baru pas chek out gak bisa tertipu mana lebih mahal lagi transpernya.mending gua balik lagi ke shope,1,0
Menu Promo Brand pilihan ganggu bgt,1,0
"Kenapa tiba tiba akun saya logout dan nomer telpon nya terganti jadi males saya make Tokopedia, masa satu hacker doang ngak bisa di berantasin sih, Tokopedia diemmmm doang bisanya",1,0
Kenpa klo ada pesan masuk gak ada pemberitahuan,1,0
Info pengirimannya kurang tepat.. kang info tanggal 9 di upload stelah tanggal 1,1,0
Mau nanxa klau uang yg suda di trwsfer terus brangnxa nda di proses... Smpai skrang apakah uangnxa di kmblikan atau tdk.. Uangnxa lumayan bnxak loh... Yg di trasfer di tokopedia ini😰,1,0
Jl,2,0
"Halo tokopedia Saya mau tanya hari sabtu beli pulsa dan statys transaksi gagal, ada notif kalo dana akan di kembalikan dalam waktu 1*24 jam Sampai sekarang dana tersebut belum masuk ya",1,0
Maaf saya hapus aja aplikasinya. Tks,1,0
Daftar 3x GK masuk auto uninstall #,1,0
Ini kenapa setelah update terbaru tokopedia jadi lemot banget ya.. Berasa sangat berat..ga seperti sebelum update ringan sekali untuk upload foto produk dan menambahkan produk gampang banget... Diperbarui bukan makin mudah malah makin jelimet juga mau jual barang.. Untuk upload foto 1 produk aja gagal mlu time out lah reconenction lah gagal lah.. Padahal sebelum nya lancar lancar aja cepet malah.. Tolong dong min atas ketidak nyamanan ini buat penjual nyaman min.. Trima kasih sebelum nya.,1,0
Ingin tau dulu bagus gak barang² ya,2,0
"saya order barang di aplikasi ini di sangka manipulasi data,uang saya di kembalikan ke saldo giliran mau di tarik ga di kasih2 kode verifikasinya. maliingggggggggg....",1,0
Playstore nya gak becus sej,1,0
dpt voucer blanja gratis krn sy pengguna baru... dpakai kupon gratis pakai OVO. gk lama Voucer Gratis dtolak dg alasan kupon Voecer buat pengguna baru ... kroscek sdh dpakai oleh bukan atas nama sy... di Akun Tokopedia ... loh kok bisa y....? kecewa baru mau gunakan kok begini y,3,0
Baru pan mecoba😊,3,0
Tukang tipu tokopedia,1,0
Halo kok saya mau belanja gak bisa masukin kode vocher belanja saya,1,0
Banyak barang kosong yg masih dijual. Mau beli tapi barang habis pdahal status barang tersedia. Mhon status barangnya di update sesuai stock kalo hbis ya di tulis hbis biar gak ketipu. Bkin kecewa e. Trus untuk return an barang uang tdk kmbali 100% mlah rugi ongkir + rugi ongkir sendback ke penjual. Tokopedia makin mengecewakan.👍,1,0
"Aplikasi ini sangat merugikan pembeli, karena tidak ada perlindungan untuk pembeli, Barang saya diretur dengan alasan rusak namun kenyataannya tidak, dan tidak ada tanggung jawab dari pembeli maupun Tokopedia",1,0
Bayar ovopaylater jadi ribet dan sulit harus pake ovo udah gitu waktunya cuma 30 detik. Kenapa ga bisa bayar langsung transfer bank si,1,0
Aplikasi sok tau bikin error auto chek di kranjang . Verifikasi kodenya sering blank,2,0
Makin anjing aja nih aplikasi malah kaga bisa di buka abis di perbaharui koneksi terputus mulu padahal pake wifi 20mbps status online bener² bangsaaaat !!!,1,0
Gak guna,1,0
Jelek bgt ini aplikasi saya butuh masker dan disinfektan segera udah byar pesanan dibatalkan pengembalian 14 bd sekarang kena virus iya krena brg g dterima dana pun harus nunggu 14 bd ngapain woi mending aplikasi tetangga g ribet dibilang pesanan mencurigakan emang saya beli bom?,1,0
"nyesal banget mesan di apk ini barangnya ga nyampe"" beda kayak toko sebelah belom sampe 4 hari barang dah nyampe",1,0
"Terlalu banyak toko abal-abal. Cirinya dg memasang harga yg tdk masuk akal. Barang yg umumnya seharga 50 ribuan tp di toko abal-abal bisa seharga ratusan ribu, dg foto yg jelas-jelas mencomot dr toko lain. Mmg siapa yg akan membeli ke toko macam itu ??? Toko abal-abal tsb hanya akan memperlambat saat kita melakukan pencarian barang yg kita inginkan. Toko abal-abal tdk membawa manfaat utk pembeli dan tdk mendatangkan keuntungan utk tokopedia.",2,0
cba aj ongkir tokopedia murah kyak lazada atau shopee pasti aku mau pkek aplikasi tokopedia,1,0
"fitur komplainan lbh condong memihak toko penjual drpd customer.. terlalu ribet,.customer hrs lbh bnyk habisin wkt dan dana,,pdhl customer yg paling dirugikan",1,0
Jelek,1,0
Sangat bermanfaat sekali,1,0
okkkkkkkkkkkk,3,0
"Apk tai, muncul trus dmna mana",1,0
Menyebalkan nyesel blanja di sini kurirnya pemalas ..3/4 hari sampe nyatanya sampai 6 hari belum juga datang. Untung gw bayar pakai ovo kalo bisa bayar di tempat udh gw batalin.,1,0
Ni apps ko kayak virus pada situs2 ya... Kadang klo saya buka salah 1 situs tiba2 langsung di arahkan ke google playstore utk download apps tokopedia..,1,0
punch👊 . M? I Muu,3,0
Inih aplikasinya atau kurirnya yah... Udah seminggu paket belum nyampe keterangan nya ada disitu ajah parah amat sih...,3,0
"Parah sih, saya beli dua barang yang satu pake diskon di batalin sepihak terindikasi penipuan , yang satu sudah saya transfer uangnya, malah statusnya masih belum dibayar. Langsung pindah ke toko sebelah udah kapok balanja di sini.",1,0
Maaf saya copot pemasangan saya bingung untuk cod nya,1,0
"Mau tanya soal prakerja bingung ga ada call centernya, ga kayak shopee ada call centernya, Tokopedia care ga ngebantu sama sekali",1,0
"Aneh skrng toped saya dapet ovo point tpi ga ada smpe"" ke ovo saya",1,0
Aplikasi kentir,1,0
AGAK TIDAK SUKA TAMPILAN BARU NY YG BARU DIUPDATE KARENA DAFTAR PEMBELIAN + PENJUALAN DIJADIKAN 1 JD MEMBUAT PUSING MENDING DIKEMBALIKAN SEPERTI DULU MENU DAFTAR PEMBELIAN & PENJUALAN DIPISAH,2,0
Pelatihan yang di beli platform tokopedia via kartu prakerja mengalami kendala dalam hal sertifikat.Tokopedia sengaja menahan sertifikat pelatihan kartu prakerja dari mitra pelaksansa kalau tidak diberi ulasan dan rating. kalau ada kendala selalu jawabnya hubungi Tokopedia Care atau tunggu 7x24 jam.Mengapa TOKOPEDIA MASIH MEMBUTUHKAN ULASAN DAN RATING.,1,0
Saya kok gak bisa kirim ulasan untuk prakerja saya yah? Mohon bantuan nya yah. Sudah coba berkali2 gk bisa terus.,2,0
Gw update ko mentok terus di 62% ya.. Terus jd saldo tokped ga bisa di gunain..buka di browser juga kaga ada pilihan topup..udh cari2 google tetep ga ngaruh..,1,0
Belanja nyaman bikin puas,3,0
Padahal ada lebel gratis ongkir.. tapi kok masih suruh bayar aja sih,2,0
Saya mau mencoba .. 😄😄😄😄,3,0
"Knapa eror,, buka kupon gbsa",2,0
"Daftar doang di bikin ribet parah.. giliran daftar pake nomor telpon, nunggu verifikasi kaga di kirim kirim.. kaga jelas!",1,0
"Mohon maaf sebelumnya,ternyata bukan saya saja yang kecewa belu pelatihan dr aplikasi ini.di Skill Academy udah dapat sertifikat, tinggal bikin ulasan disini.tp kendalanya sama ma yg lain,mau bikin ulasan tp nga bisa katanya tidak ada yg di beli selama sebulan ini.padahal kita beli disini.dr 3 bln lalu.mohon bantuannya,dimana saya bisa menghubungi lgsg pihak lazada",1,0
"Bikin toko jelas2 malah di bilang jangan beli di toko ini dari media manapun.. Transaksi aja belum, gimana sih.. Gak bener.. Kecuali ada penipuan.. Ini belum juga ada transaksi.. Merugikan sekali..",1,0
Bisa tidak menggangu saya dalam berselancar,1,0
Saya telat kemarin bayar cuman 2 hari karena saat itu sedang covid masa ga ada kompensasi sih ? Paylater langsung di blokir.. Parah..,2,0
"Interface susah banget, bingungin, ga gampang di aplikasiin, njelimet mau tracking pesanan dll. Mau mengajukan retur barang juga susahnya minta ampun harus buka pusat bantuan dll, ga langsung di sediain menu retur barang. Gabisa live chat seandainya bisa juga super2 tersembunyi caranya. Intinya pakai Tokopedia ribet. Akan saya hapus aplikasi ribet kek gini",1,0
Blum pernah,1,0
