content,score,sentimen,content_clean
Baik,1,0,
Aku 1dulu,1,0,
Iklan,1,0,iklan
AYOO SERBU BELANJA DI BUKALAPAK SEKARANG !! LAGI ADA PROMO GRATIS ONGKIR LOH !!,1,0,ayoo serbu belanja bukalapak promo gratis ongkir
Saya cuman mau ngasih bintang 1 doang knpa gak trima,1,0,bintang doang terima
Aplikasi sampah banyak aturan hari sabtu minggu libur toko online kok ada liburnya PENGANAN LAMBAT,1,0,aplikasi sampah atur sabtu minggu libur toko online libur penganan lambat
Tolol,1,0,tolol
Nih apk gak jelas gak niat masa yaa aku jual hp bekas harga 700 trs kalo mau foto loading mulu emang yang buat gak niat,1,0,aplikasi niat jual hp bekas harga foto loading niat
Apaan ongkir ny mahhalll,1,0,ongkir mahhalll
Good,3,0,good
"Saya udh download 3 kali tpi gk ke instal²,sangat kecewa",1,0,download install kecewa
Sudah 2 kali saya beli dan sudah melakukan pembayaran dibatalkan karena masalah promo.Padahal Promo tersebut Masih tersisa 14 hari dan Saya hanya menggunakan 1 promo saja.Ketika Sudah pembatalan transaksi 2 kupon saya yaitu Kupon Gratis Ongkir 30 ribu dan Kupon Cashback 30 ribu tiba-tiba hilang.Padahal baru tadi pagi saya lihat sisa 14 hari.Saya sudah mengajukan masalah tersebut ke Tokopedia Care tetapi tidak dibalas dan tidak diperbaiki.Saya mengikuti sesuai prosedur dan tidak melanggar.Tolong!,1,0,beli bayar batal promo promo sisa promo batal transaksi kupon kupon gratis ongkir ribu kupon cashback ribu hilang pagi lihat sisa aju tokopedia care balas baik ikut sesuai prosedur langgar
Baaaaangus,1,0,baaaaangus
Saya membeli pelatihan di Tokopedia tetapi kenapa Sertifikat saya belum muncul di dasboard prakerja padahal saya sdh lulus 2 minggu lebih... Untuk Studilmu Materi pembelajaranya mudah di pahami dan video materi nya pun sangat mudah di mengerti..,3,0,beli latih tokopedia sertifikat muncul dashboard prakerja lulus minggu studilmu materi pembelajaranya mudah paham video materi mudah erti
Tolong dong di bantu saya dari glombang 6 dah nunggu 7 hari kerja kenapa sertifikat blm jg ada di dashboard saya,2,0,bantu glombang tunggu kerja sertifikat dashboard
good,3,0,good
"Belanja tokped ribettttt, udh gitu di cancel, uang refund pu jauh dr bayaran awal, wajar deh skg bkn no.1 lg",1,0,belanja tokopedia ribettttt cancel uang refund pu bayar wajar
e se x ded s res rt s eh e,2,0,ded res rt
sangat tidak aman,1,0,aman
Jkl,1,0,jkl
Tokopedia itu suka eror mau belanja jadi gak nyaman,1,0,tokopedia suka error belanja nyaman
bgus,3,0,bagus
Bagaimana cara login kembali karena terhapus aplikasi Tokopedia jadi download ulang lagi.,2,0,login hapus aplikasi tokopedia download ulang
hayoo ngaku siapa yg instal cuma pengen dapet sepatu compass,3,0,hayoo ngaku install sepatu compass
Woyy call tokopedia yg mana nih ga ada bisa di hubungi !!!,1,0,woyy call tokopedia hubung
"Uang sudah masuk di tokopedia tapi pesana saya pembayaran Buana Finance dan Saldo Emoney belum dikasih, gimana ni tokped ?",1,0,uang masuk tokopedia sana bayar buana finance saldo emoney kasih gimana tokopedia
Cacat,1,0,cacat
"Aplikasi tidak bermutu,,kualitas beda jauh dengan mang shoopee,,pesan barang sdh d.tf ,tiba"" dbatalkn pihak produsen😂",1,0,aplikasi mutu kualitas beda mang shoopee pesan barang transfer dbatalkn produsen
Kenapa toped pilih saat beri bebas ongkir.. saya pelanggan lama tidak dapat.,1,0,tokopedia pilih bebas ongkir langgan
"toped coba di review expediasi/kurir AnterAja, sudah 2x otomatis pakai exp ini, dan 2x juga tidak ada update posisi, bahkan lewat dari batas max harusnya paket sudah diterima.",3,0,tokopedia coba review expediasi kurir anteraja otomatis pakai exp update posisi batas max paket terima
Banyak Bohongnya,3,0,bohong
Parah saya mesen dari 12 maret 2020 sampe sekarang pesenan belum dateng juga gimanasi kecewa bgtt!,1,0,parah pesan maret pesan gimanasi kecewa bgtt
Oi kenapa nga bisa ganti no hp... Minta update padahal sudah di update...gmn ne pelayanannya buruk,1,0,oi ganti hp update update layan buruk
Mau nanya Tokopedia selalu gratis ongkir kah?. Ini kenapa setiap paket datang tak free ongkir?.,3,0,tokopedia gratis ongkir paket free ongkir
Tidak bisa menghargai penjual👎👎🖕🖕,1,0,harga jual
Tidk pantas buat iklan,1,0,iklan
Sekarang mah jadi lemot sudah tf masa nunggu komprim??,1,0,lot transfer tunggu komprim
Aplikasi payah gangguan server terus 👎,1,0,aplikasi payah ganggu server
"Tolong y buat pihak tokopedia jika buat iklan jangan berkali-kali, bosan melihat nya cukup sesekali aja muncul toh orang juga g bodoh kok klau emang mau belanja pasti belanja",1,0,tokopedia iklan kali bosan muncul orang bodoh belanja belanja
Sangat mengecewakan. Tolong di perbaiki sistemnya min. Semua pd ngeluh yg ambil pelatihan di tokped,2,0,kecewa baik sistem keluh ambil latih tokopedia
"Mau top up ovo aja susah banget, gak dapet kode pembayarannya. Dicoba berkali kali tetep aja gak dapet!",1,0,top up ovo susah banget kode bayar coba kali
Up,3,0,up
Nama ekspedisi kenapa di ilangin nyusahin orang aja !!! ini masalah user experience tolong di perbaiki,1,0,nama ekspedisi ilangin susah orang user experience baik
Ikalanya di mana mana kayak babi,1,0,ikalanya babi
rdeee e dee rrtggg,1,0,rdeee dee rrtggg
Lumayan,2,0,lumayan
1 aja,1,0,
Applikasi cacad sering nge bug,1,0,aplikasi cacad bug
aplikasi hoax dspat hp zonk,1,0,aplikasi hoax dspat hp zonk
sering banget sich ya aplikasi tokped saya susah bgt masukny setiap lg promo wib lgsung dwech aplikasi gak bsa dpake sama sekali knapa coba...internet gangguan padahal sinyal hp penuh kuota jg cukup,2,0,banget aplikasi tokopedia susah banget masukny promo wib lgsung dwech aplikasi dpake coba internet ganggu sinyal hp penuh kuota
Knpa pas masuk tokopedia jadi lemot jaringan pada kuota masih ada dan ketika mau nge vote idol kok gk bisa,2,0,pas masuk tokopedia lot jaring kuota vote idol
Tolong admin kmrin saya order lampu tenaga surya dan sudah ditrasnfer uangnya ke rek BCA Tokopedia. Tapi sampai sekarang tidak ada proses apapun dari toko.,1,0,admin kmrin order lampu tenaga surya ditrasnfer uang rekening bca tokopedia proses apa toko
Belum di coba. Kok gak ada super carol?,1,0,coba super carol
Terpercaya,3,0,percaya
Seller-seller tolol katanya jual diamond ff tapi ga ada diamond nya Rip 1.000.000,1,0,seller seller tolol jual diamond diamond rip
"Aplikasinya eror dari 5 bulan yg lalu,buat buka pesan harus lewat chrome semuanya harus lewat chrome apa guna nya aplikasi kalo kaya begini",1,0,aplikasi error buka pesan chrome chrome aplikasi kaya
Ok bngt,3,0,banget
"Mau donlod lagu kok jadi kesini dipindahkanya dan ga bisa di back ke lagu yg mau saya donlod,ga enak banget.",1,0,download lagu dipindahkanya back lagu download enak banget
Hai kak. Saya mau verifikasi data tapi kenapa saat saya mau foto ktp aplikasi blank hitam tidak terlihat. Bagaimana bisa foto klu seperti ini padahal sdh diupdate. Mohon diperbaiki aplikasinya supaya saya bisa verifikasi data.,1,0,verifikasi data foto ktp aplikasi blank hitam foto diupdate mohon baik aplikasi verifikasi data
"Ga ngerti, transaksi gagal trs pake briva, top up ovo gagal juga. Payah",1,0,erti transaksi gagal pakai briva top up ovo gagal payah
Gimnh sh,1,0,gimnh
"Tolomg di perbaiki tidak bisa order, mau pilih kuris tidak bisa.. total riciannya gak bisa keluar",1,0,tolomg baik order pilih kur total riciannya
cob d kroscek kembali untuk pengiriman via gojek atw grab...klo bisa kasih saran..ukuran barang yg bisa di kirim via aplikasi tersebut ukuranny jangan terlalu besar paling gak 50 x 50 x 50...karena klo kebesaran jug dpt membahyakan driver...terima kasih🙏🙏save driver ojol,2,0,cob kroscek kirim via gojek grab kasih saran ukur barang kirim via aplikasi ukuranny besar jug membahyakan driver terima kasih save driver ojol
Kak sudah 7 hari sertifikat belum masuk dashboard juga,1,0,sertifikat masuk dashboard
Noob,1,0,noob
"Halahh segala ada verivikasi nya,kenapa harus ada verivikasi sih?,saya suruh Nerima kode lewat SMS ga bisa,trs lewat email ga bisa juga hadehhhh",1,0,halahh verifikasi verifikasi suruh terima kode sms email hadehhhh
"harus ada yg diperbaiki ,,,tapi apk nya sudah bgs kok",2,0,baik aplikasi bagus
"Pada tgl 14 Saya beli sepeda lipat dengan harga 3jt, tapi pesanan saya di batalka oleh sistem sampe saat ini uang yg sudah saya bayar belum di kembalikan, dan saya udh laporan beberapa kali tapi blm ada jawaban yg memuaskan",1,0,tanggal beli sepeda lipat harga juta pesan batalka sistem uang bayar kembali lapor muas
Syang nga bisa cod,3,0,syang cod
Saya sdah menyelesaikan pelatihan selama sebulan tapi kok sertifikat saya blum ada,1,0,selesai latih bulan sertifikat
Kenapa saldo toko hasil penjualan tokopedia saya ga muncul rincian transaksi nya?? Saya jadi ga tau rincian uang yang masuk di saldo tokopedia saya berapa aja.. 😤😤,2,0,saldo toko hasil jual tokopedia muncul rincian transaksi rincian uang masuk saldo tokopedia
Taiiii... Koneksi terputus silahkan cek jaringan seluler anda. Padahal sinyal full. Pake youtub lamcar pake ml jos. Buka tokopedia ngleg terus. Heran gua.,1,0,taiiii koneksi putus silah cek jaring seluler sinyal full pakai youtub lamcar pakai ml jos buka tokopedia ngleg heran
Kalo mau kasih hadiah......ga usah Pake kupon segaLa cuuuyuu..modussss,1,0,kasih hadiah pakai kupon cuuuyuu modussss
Ribet amat sih skrg tokopedia.. Alamatnya udah pake google maps tp msh aja dibilang salah. Mana sdh nentuin lokasinya manual lagi msh jg dibilang salah.. Ahhhh.. Rempong dehh maap sepertinya pen di uninstal lg.. Kabarin aja klo sdh diperbaiki.. Mau byk ptomo sana sini sm ongkir gratis tp kalo app nya ribet malah nyusahin sami mawoooon..,1,0,ribet tokopedia alamat pakai google maps bilang salah nentuin lokasi manual bilang salah ahhhh rempong maaf uninstall kabarin baik ptomo ongkir gratis aplikasi ribet susah sami mawoooon
Pemula Di Tokopedia,3,0,mula tokopedia
lumayan llah,3,0,lumayan llah
update baru kok malah tambah parah...peringatan masalah koneksi..padahal koneksi internet baik2 saja..,1,0,update parah ingat koneksi koneksi internet
saya coba buka aplikasi toko pedia apa bener ini toko yg murah dn bebas ongkir,1,0,coba buka aplikasi tokopedia toko murah bebas ongkir
Kenapa si gabisa di dowlod makanya aku kasih bintang dua,2,0,download kasih bintang
Kenapa pas mau ganti metode pembayaran malah gak bisa,1,0,pas ganti metode bayar
Karena saya belum tahu lengkap apa ngga,1,0,lengkap
"Di update malah mengecewakan, tqk bisa share langsung barang yang di tuju...kecewaaa... 5 * jadi 3 * aja",3,0,update kecewa tqk share langsung barang tuju kecewaaa
"ini gimna ya, psanan saya blum di anter juga sama expedisi ny, udah sminggu",3,0,psanan ekspedisi sminggu
Tokopedia saya sudah membeli pelatihan tpi sertifikasi blm juga muncul d dashborad..mohon bantuanya🙏,1,0,tokopedia beli latih sertifikasi muncul dashborad mohon bantu
Belanja di tokopedia gratis ongkir tanpa minimum pembelian kan,3,0,belanja tokopedia gratis ongkir minimum beli
Kontol,1,0,kontol
Tolong lah kalo ga update jgn gabisa buka apk. Penginstallan apk saat sudah diupdate jg lamban. Dan suka keluar sendiri apk nya,3,0,update buka aplikasi penginstallan aplikasi diupdate lamban suka aplikasi
Saya merasa kecewa dengan tokopedia. Dari pihak skillacademy sudah mengeluarkan sertifikat dan menyerahkan ke tokopedia. Tapi dari tokopedia belum menyerahkan ke prakerja... Dan saya sudah mengikuti prosedur yg ada. Saya sudah kasih rating dan juga ulasan. Tetap aja gak masuk sertifikatnya ke prakerja. Rasanya seperti di bohongi.,1,0,kecewa tokopedia skillacademy keluar sertifikat serah tokopedia tokopedia serah prakerja ikut prosedur kasih rating ulas masuk sertifikat prakerja bohong
🤣🤣 💪 🤣 ?,1,0,
G bisa diupdate..?,2,0,diupdate
susah dengar ooo,1,0,susah dengar ooo
Lama banget instal ya 👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1,0,banget install
🤐🤐,3,0,
Knpa ya stiap mau mengajukan pinjaman modal ga pernh d acc ya,1,0,aju pinjam modal pernh acc
Gak jelas mitra prakerja yang satu ini,1,0,mitra prakerja
Mau Coba walau belum tau hasilnya,3,0,coba hasil
Sy suka karena hadiah nya banyak. Apa betul sy dapat hadiah?. Di situ tertulis ambil hadiah anda sekarang...,1,0,suka hadiah hadiah tulis ambil hadiah
"Ini gimana yaa maksud nya dari pembayaran full di tanggal 27 april?? Saya kan ambil tenor yang 6 kali..., Terus kalau memang harus di bayar full tanggal akhir nanti... Gimana dengan bunga yang harus saya bayar!!! Masa iya saya tetep kena bunga nya... Tapi harus di bayar akhir bulan ini dengan tenor full!!! Ini merugikan saya loh..., Baru tenor pertama tapi saya sudah harus di suruh bayar ""full"" dan di tambah dengan bunga nya juga!!! TOLONG DI KASIH PENJELASAN YANG JELAS!!!",1,0,gimana maksud bayar full tanggal april ambil tenor bayar full tanggal gimana bunga bayar kena bunga bayar tenor full rugi tenor suruh bayar full bunga kasih jelas
"Apakah saya benar"" mendapatkan bonus i phone",3,0,bonus phone
"Ovo Paylater yg terkoneksi ke TOKOPEDIA bener2 GAGAL TOTAL, UDAH 2X DIBIKIN KECEWA, Pertama Tagihan muncul 2x padahal sebelumnya sudah di lunasin. Dan sekarang Transaksi Gagal tapi Limit tetap berkurang. PAYAH, OVO PAYLATER GA BECUS BIKIN DIGITAL PAYMENT 👎👎",1,0,ovo paylater koneksi tokopedia gagal total kecewa tagih muncul lunasin transaksi gagal limit kurang payah ovo paylater becus digital payment
transaksi cepet..gg pakai ngadat,3,0,transaksi cepat pakai ngadat
"Kalau lagi mendownload sesuatu, jangan muncul anjenk!!",1,0,mendownload muncul anjenk
Turunkan sertifikat ku,1,0,turun sertifikat
"Apa yg salah dengan prakerja saya,semua sudah di lakukan sesuai prosedur.tapi dari sertifikat yg lama muncul di dashboard sampai skrng sertifikat sudah muncul namun saat pencairan malah gagal.wow sekali....sabar sabar dah.tolong jawabannya Terimakasih",2,0,salah prakerja laku sesuai prosedur sertifikat muncul dashboard sertifikat muncul cair gagal wow sabar sabar jawab terima kasih
Jangan pasang iklan sembarang ngentod,1,0,pasang iklan sembarang ngentod
ok,3,0,
Buruk dan lambat pengiriman,1,0,buruk lambat kirim
Gimana caranya kk biar bisa istall,2,0,gimana biar istall
"Tolong dibantu min, saya sudah melakukan transaksi ditokopedia terkait pembelian pelatihan prakerja Tapi sampai sekarang transakainya tidak ada muncul ya, padahal saya sudah membeli pelatihannya danmengikuti pelatihan dari awal hingga akhir, tinggal memberi rating dan ulasan di tokopedia. Mohon diperbaiki min🙏🙏🙏",1,0,bantu transaksi tokopedia kait beli latih prakerja transakainya muncul beli latih danmengikuti latih tinggal rating ulas tokopedia mohon baik
"kirain ini app makin bagus malah makin parah segala jenis berbau tokopedia rata"" adminya culas barang pesenan atau yg laen di pending lama uda jangan mau di instal ini app tolol tokopedia makin kaga jelas untuk pengiriman gak di dowload ini app spam kang tepu",1,0,kirain aplikasi bagus parah jenis bau tokopedia adminya culas barang pesan pending install aplikasi tolol tokopedia kirim download aplikasi spam kang tepu
"Tidak bisa unggah bukti resi setelah ganti kurir dari Anteraja ke JNE, padahal barang sudah terkirim, chat dengan CS pun yg respon robot, sebaiknya program gratis ongkir tidak usah melibatkan ekspedisi yang memang belum siap terjun ke marketplace e-commerce, barang sudah 2 hari tidak dipick up dan keterangannya malah menganalogikan bahwa seller belum selesai mempacking barang?????",1,0,unggah bukti resi ganti kurir anteraja jne barang kirim chat cs respon robot program gratis ongkir libat ekspedisi terjun marketplace commerce barang dipick up terang analogi seller selesai mempacking barang
Saya top up grab driver ini dari kemarin kok belum ada pemberitahuan voucher sampai sekarang Untung tokopedia ini kerjasama dengan grab Kalau ga kerjasama sama dengan grab Ga mungkin donwload apikasi ini 👍,1,0,top up grab driver kemarin pemberitahuan voucher untung tokopedia kerjasama grab kerjasama grab download apikasi
"sangat mengecewakan sekali kau tokopedia, aq pesan sudah tiga hari barangnya masih status pengemasan terus dan belum dikirim juga, padahal aq selalu sukah lo iklan tokopedia di tv lokal yang # dirumah aja",2,0,kecewa tokopedia pesan barang status emas kirim sukah iklan tokopedia tv lokal rumah
Kenapa setiap kali saya buka tokopedia selalu tidak ada jaringan padahal jaringan dan signal full/bagus tapi selalu tidak ada jaringan kuota banyak mohon diperbaiki,2,0,buka tokopedia jaring jaring sinyal full bagus jaring kuota mohon baik
"Hai..tokopedia...tolongg ditegaskan lagi kepada para penjual tanaman sudah banyak yg komplain pembelian tanaman tidak sesuai dengan gambar, no info juga dr penjual nya, saya sdh bayar mahal tetapi barang yg diterima layaknya daun kering, robek tidak sesuai foto (toko : raja tanaman).. packing kalo bisa benar2 di buat layak nya pohon tanaman, buka layak nya kertas..halooooo kita beli pakai uang...kecewa...😡😡😡😡",1,0,tokopedia tolongg jual tanam komplain beli tanam sesuai gambar info jual bayar mahal barang terima layak daun kering robek sesuai foto toko raja tanam packing layak pohon tanam buka layak kertas halooooo beli pakai uang kecewa
